row,col,value
7,31,5
89,23,8
89,26,5
7,37,6
89,29,8
89,31,3
7,41,5
89,33,2
7,44,4
7,45,8
89,40,6
7,51,8
89,44,7
7,53,6
7,54,5
7,56,3
7,59,7
7,61,8
7,62,2
89,55,1
89,63,7
89,65,9
7,75,9
7,76,1
89,70,4
89,74,1
89,79,2
89,82,6
89,87,8
7,97,6
89,89,5
89,90,9
8,0,5
89,92,6
8,4,8
8,6,7
8,13,7
90,8,5
90,9,9
8,18,3
90,13,3
8,26,6
90,22,3
90,24,3
8,34,4
90,26,6
8,42,4
8,49,4
90,41,4
8,53,2
90,46,7
8,55,7
90,49,8
90,50,7
8,58,9
90,52,9
90,55,2
90,57,4
8,65,4
90,64,7
8,73,4
90,66,6
90,67,7
8,78,3
8,87,6
8,89,1
90,82,5
90,83,6
8,90,2
8,94,6
90,87,4
90,89,4
9,6,5
91,6,7
91,8,8
9,22,4
91,20,1
9,30,1
9,32,2
9,33,6
9,35,6
91,29,6
91,32,4
9,42,8
91,40,4
9,48,7
91,42,2
91,43,3
9,53,4
91,46,6
91,48,3
9,57,2
9,58,5
9,56,9
91,53,8
9,64,2
9,65,2
9,66,2
91,59,9
9,72,7
91,67,1
91,68,2
91,69,8
91,70,8
9,77,5
9,85,8
9,88,8
91,84,7
9,93,4
9,94,6
9,95,8
91,89,6
9,99,3
91,92,2
10,9,9
92,1,8
10,24,5
92,17,5
92,20,8
92,21,8
10,31,8
10,34,9
92,26,5
92,27,3
10,39,3
10,40,1
92,33,3
92,34,5
92,39,4
10,50,8
92,44,4
10,53,9
92,47,9
10,58,9
10,65,4
10,69,5
10,70,6
10,73,3
92,66,6
10,75,2
92,70,3
92,71,5
92,75,7
92,76,2
92,80,3
92,83,6
92,84,2
10,92,2
11,2,6
11,5,1
92,98,6
92,99,4
93,7,5
11,18,5
11,22,4
93,21,9
11,31,3
93,26,2
93,29,7
11,37,2
11,40,4
11,41,3
11,43,9
93,37,4
11,47,1
11,50,2
93,43,2
11,53,2
93,46,5
93,45,2
93,52,3
11,62,3
93,56,7
11,65,1
93,58,9
11,67,3
11,68,6
93,60,3
93,65,5
93,69,5
11,79,8
11,81,7
11,84,1
93,78,8
93,80,8
93,86,7
93,91,3
93,92,2
93,93,9
93,95,7
93,97,1
93,99,4
12,11,4
94,4,2
94,10,4
12,18,6
12,22,3
12,23,7
12,33,1
12,34,4
94,28,4
12,38,6
94,31,4
94,34,4
12,46,9
94,45,6
94,46,9
12,56,1
94,50,1
94,56,2
94,61,7
94,62,5
94,63,8
12,72,6
94,65,1
12,71,8
94,64,4
12,77,8
94,71,4
12,85,5
94,79,8
12,92,4
94,88,7
94,89,5
12,99,6
94,94,5
13,6,7
94,99,3
13,8,3
13,11,2
95,3,1
95,5,8
13,12,2
13,21,9
13,22,4
95,15,4
13,26,2
13,30,9
95,22,5
13,32,8
13,35,4
13,38,3
95,39,9
13,48,5
95,42,3
95,44,5
95,45,3
13,54,6
13,56,6
95,49,5
13,62,8
95,55,7
95,56,1
95,57,9
13,65,7
95,58,6
13,73,6
95,66,5
13,75,1
95,68,5
95,71,4
13,80,5
95,74,9
13,82,7
95,81,8
13,89,2
95,84,7
95,87,6
13,96,8
95,89,2
13,99,1
14,0,4
95,93,3
14,1,7
14,2,5
14,5,7
14,6,4
96,0,6
14,11,7
14,17,2
96,11,3
14,19,6
96,18,6
96,19,2
96,20,2
14,28,5
96,26,8
96,28,7
96,31,4
96,32,3
14,44,4
14,45,2
96,40,8
96,44,6
14,52,2
96,50,8
14,59,2
14,60,3
96,53,6
14,63,8
14,66,5
96,67,4
96,68,1
96,74,7
14,89,7
96,83,8
14,92,1
96,84,7
96,86,8
14,96,8
96,91,3
96,93,6
96,96,2
15,7,6
96,99,7
15,8,6
15,10,3
15,30,7
97,22,5
15,34,9
15,35,8
97,36,2
15,46,2
97,38,6
15,48,3
15,50,3
15,53,4
15,56,7
97,49,9
15,58,6
15,60,3
97,52,7
97,55,8
97,58,4
15,67,9
97,61,3
97,64,4
97,66,4
97,68,9
15,77,3
97,71,5
97,74,8
97,76,7
97,82,1
97,83,2
97,88,8
97,89,5
15,97,3
15,99,1
97,92,5
16,2,6
16,5,6
16,10,9
16,15,8
98,7,9
16,16,8
16,17,9
16,20,9
98,16,3
98,17,7
98,22,8
16,31,1
16,34,1
98,27,7
16,36,8
98,35,8
16,44,9
98,37,6
16,47,1
98,40,8
98,41,1
16,53,9
98,47,8
16,56,6
98,48,9
16,60,8
98,53,2
16,62,1
98,55,7
16,64,8
16,69,6
16,70,2
98,66,6
16,75,2
98,69,1
98,70,3
16,79,1
16,82,5
16,83,5
98,76,2
16,85,9
98,75,8
98,82,7
98,84,2
16,96,5
17,2,5
98,96,5
17,6,3
98,99,2
17,7,9
17,15,8
99,7,6
17,18,6
17,27,6
99,23,5
17,40,2
99,32,2
17,47,8
17,49,2
99,49,2
17,60,1
17,64,1
99,57,2
17,69,7
17,70,6
99,62,7
99,64,3
17,73,7
17,76,3
17,79,5
17,82,4
99,75,6
99,76,7
99,77,9
99,78,9
17,88,8
17,92,5
99,95,2
18,5,8
99,98,5
18,7,3
18,12,5
18,33,4
18,36,1
18,41,2
18,47,5
18,60,9
18,66,5
18,68,6
18,71,8
18,80,7
18,86,9
18,87,4
18,88,1
18,90,3
18,95,9
18,96,1
18,98,9
19,2,1
19,17,5
19,19,5
19,28,4
19,35,8
19,38,4
19,39,1
19,45,5
19,65,6
19,70,7
19,83,7
19,86,1
19,88,5
19,89,5
19,93,5
19,94,8
19,97,4
20,1,7
20,5,1
20,12,3
20,28,8
20,48,7
20,59,7
20,62,9
20,70,7
20,76,6
20,79,2
20,92,5
20,93,1
21,19,6
21,23,2
21,50,9
21,51,4
21,53,9
21,57,2
21,58,7
21,65,1
21,79,4
21,84,2
21,86,4
21,89,2
21,93,7
22,2,6
22,4,9
22,5,3
22,11,3
22,22,1
22,24,5
22,25,6
22,27,5
22,42,9
22,45,9
22,48,6
22,50,8
22,53,3
22,60,7
22,63,4
22,92,2
23,3,8
23,5,4
23,7,3
23,15,1
23,17,6
23,23,9
23,25,6
23,31,3
23,37,4
23,55,4
23,59,8
23,60,6
23,63,9
23,65,5
23,66,5
23,74,8
23,75,6
23,76,8
23,79,4
23,81,8
23,88,5
23,99,9
24,20,5
24,25,5
24,29,2
24,34,6
24,39,6
24,47,4
24,59,4
24,64,8
24,71,3
24,75,8
24,82,2
24,87,7
24,92,4
24,94,5
25,3,8
25,4,1
25,6,3
25,18,2
25,20,7
25,27,2
25,28,4
25,36,4
25,39,3
25,44,7
25,46,1
25,47,7
25,49,5
25,51,3
25,53,4
25,54,5
25,55,1
25,57,2
25,64,8
25,69,1
25,75,5
25,84,7
25,86,3
25,87,8
26,0,7
26,2,1
26,7,7
26,10,5
26,12,6
26,19,3
26,28,2
26,38,9
26,39,6
26,43,6
26,48,8
26,53,4
26,56,8
26,63,7
26,65,8
26,71,2
26,72,1
26,73,8
26,96,9
26,97,8
27,5,4
27,11,6
27,12,7
27,14,3
27,21,6
27,34,9
27,40,5
27,45,3
27,48,2
27,53,7
27,58,4
27,64,4
27,67,3
27,75,7
27,77,1
27,78,7
27,82,6
27,84,3
27,85,1
27,86,1
28,4,1
28,11,5
28,15,5
28,16,7
28,20,3
28,22,7
28,23,1
28,24,4
28,35,2
28,36,5
28,71,3
28,76,2
28,78,8
28,82,9
28,85,7
28,87,7
28,90,5
28,94,4
29,1,5
29,3,3
29,6,5
29,19,5
29,20,5
29,21,4
29,22,5
29,25,2
29,27,6
29,29,6
29,36,1
29,50,2
29,53,8
29,60,1
29,65,4
29,66,6
29,70,5
29,76,8
29,87,4
29,90,6
30,6,6
30,12,9
30,20,4
30,21,4
30,23,3
30,36,3
30,37,4
30,38,3
30,41,1
30,44,2
30,45,5
30,52,5
30,62,4
30,67,8
30,72,7
30,74,9
30,75,1
30,76,4
30,77,3
30,78,2
30,79,2
30,88,1
30,91,6
30,94,8
31,7,4
31,10,3
31,12,3
31,13,9
31,21,2
31,23,7
31,41,9
31,46,4
31,53,9
31,58,3
31,59,6
31,72,9
31,74,4
31,75,3
31,76,7
31,95,6
31,97,1
31,99,3
32,7,3
32,8,2
32,20,8
32,35,7
32,37,2
32,38,6
32,40,1
32,41,9
32,43,4
32,49,3
32,57,9
32,63,2
32,64,7
32,67,6
32,70,2
32,74,8
32,75,4
32,78,8
32,81,6
32,87,4
32,90,8
32,91,9
32,93,2
33,0,7
33,12,2
33,37,4
33,39,6
33,43,4
33,52,2
33,64,8
33,81,1
33,83,6
33,86,4
33,94,5
33,99,1
34,1,5
34,4,8
34,8,8
34,20,1
34,24,1
34,28,7
34,30,7
34,31,2
34,34,9
34,37,3
34,39,3
34,42,7
34,45,6
34,48,9
34,53,4
34,57,7
34,58,5
34,70,6
34,82,3
34,85,3
34,86,4
34,88,6
34,90,8
34,92,3
34,95,7
35,0,7
35,8,9
35,10,7
35,11,4
35,13,1
35,15,8
35,18,1
35,25,4
35,31,8
35,32,2
35,46,3
35,48,7
35,59,1
35,60,1
35,62,6
35,65,3
35,76,2
35,78,7
35,79,1
35,83,5
35,96,3
36,1,9
36,8,1
36,15,6
36,23,2
36,24,2
36,27,3
36,28,7
36,33,9
36,36,5
36,38,6
36,40,7
36,42,1
36,43,7
36,44,5
36,45,9
36,46,1
36,49,7
36,50,7
36,61,5
36,62,7
36,71,1
36,77,9
36,90,4
36,92,9
36,94,5
37,0,2
37,2,9
37,8,1
37,11,2
37,12,6
37,13,3
37,15,4
37,20,7
37,28,1
37,37,6
37,41,2
37,43,8
37,49,9
37,52,3
37,61,6
37,65,5
37,68,7
37,70,4
37,82,5
37,84,4
37,92,9
38,2,5
38,7,6
38,9,6
38,19,7
38,25,7
38,32,2
38,33,3
38,39,5
38,51,6
38,61,9
38,62,8
38,71,3
38,76,7
38,81,6
38,84,2
38,85,8
38,88,4
38,90,6
39,7,6
39,9,2
39,18,3
39,19,5
39,32,3
39,35,4
39,36,1
39,37,8
39,45,7
39,47,7
39,50,2
39,54,4
39,69,3
39,77,7
39,84,1
39,90,9
39,95,2
39,99,6
40,3,9
40,13,1
40,29,1
40,35,5
40,37,7
40,38,2
40,39,7
40,40,8
40,41,9
40,46,1
40,49,8
40,56,3
40,58,7
40,60,7
40,62,2
40,67,2
40,73,5
40,82,4
40,84,3
40,86,4
40,90,2
40,91,1
40,92,8
40,93,2
40,94,6
40,95,9
40,97,9
41,7,5
41,18,7
41,22,1
41,23,3
41,37,5
41,39,5
41,46,8
41,57,2
41,58,3
41,59,4
41,60,7
41,63,8
41,67,1
41,69,8
41,71,7
41,72,3
41,74,8
41,86,1
41,88,3
41,90,4
41,95,1
41,99,4
42,9,5
42,10,1
42,19,2
42,27,6
42,32,5
42,34,8
42,35,7
42,43,2
42,48,2
42,49,4
42,55,7
42,56,6
42,57,1
42,71,4
42,76,9
42,80,7
42,90,4
42,98,8
43,1,3
43,12,8
43,14,5
43,16,8
43,28,9
43,29,1
43,38,7
43,41,5
43,42,9
43,48,9
43,49,7
43,62,2
43,63,2
43,65,7
43,68,5
43,69,3
43,75,4
43,77,9
43,80,2
43,86,8
43,98,9
44,0,5
44,2,1
44,11,9
44,21,8
44,25,2
44,29,5
44,40,5
44,45,3
44,48,8
44,61,4
44,62,5
44,63,3
44,65,1
44,68,6
44,69,4
44,70,5
44,75,1
44,77,4
44,81,9
44,85,4
44,88,1
44,91,4
44,96,2
45,3,4
45,5,3
45,11,4
45,12,8
45,14,6
45,25,4
45,33,6
45,42,6
45,43,1
45,51,6
45,57,3
45,58,3
45,62,8
45,65,9
45,67,7
45,71,2
45,80,5
45,81,9
45,86,3
45,91,3
45,98,1
45,99,2
46,0,8
46,2,6
46,5,6
46,10,8
46,14,2
46,16,8
46,34,2
46,43,5
46,48,8
46,59,8
46,76,4
46,82,7
46,95,6
46,98,8
47,0,8
47,5,3
47,14,9
47,15,4
47,16,6
47,21,1
47,24,6
47,26,4
47,34,8
47,35,8
47,46,9
47,55,2
47,56,8
47,58,3
47,64,8
47,72,2
47,75,5
47,76,3
47,85,6
48,15,8
48,19,7
48,22,8
48,26,4
48,27,6
48,39,3
48,48,4
48,51,3
48,59,4
48,64,7
48,65,7
48,68,7
48,76,1
48,80,4
48,83,7
48,85,4
48,86,8
48,91,5
49,0,3
49,1,9
49,4,2
49,5,3
49,13,2
49,19,2
49,23,9
49,30,3
49,33,2
49,34,2
49,42,1
49,44,3
49,58,9
49,63,3
49,65,6
49,68,5
49,75,8
49,82,8
49,85,3
49,90,7
49,92,9
49,96,4
49,97,8
49,98,5
50,2,5
50,3,8
50,4,2
50,7,9
50,14,2
50,23,2
50,24,7
50,27,8
50,41,9
50,58,8
50,62,8
50,68,4
50,76,4
50,77,8
50,79,2
50,82,9
50,86,7
50,89,5
50,90,7
50,94,2
51,3,2
51,18,9
51,19,9
51,21,5
51,22,1
51,29,8
51,39,4
51,42,1
51,45,4
51,51,3
51,58,9
51,61,5
51,63,9
51,65,7
51,67,1
51,68,2
51,69,3
51,76,4
51,82,3
51,91,1
51,93,2
52,1,7
52,7,3
52,16,7
52,17,1
52,22,2
52,24,2
52,29,1
52,31,1
52,35,7
52,36,7
52,44,2
52,46,6
52,48,5
52,50,1
52,52,7
52,55,6
52,61,4
52,64,7
52,71,5
52,72,7
52,78,2
52,81,4
52,95,7
52,98,8
53,8,9
53,25,7
53,26,9
53,28,2
53,38,1
53,42,5
53,49,4
53,50,3
53,53,6
53,55,2
53,58,7
53,73,1
53,78,4
53,84,3
53,85,2
53,98,7
54,7,9
54,9,8
54,16,4
54,19,7
54,21,8
54,22,6
54,26,6
54,27,1
54,30,1
54,33,2
54,38,2
54,41,7
54,45,2
54,53,7
54,55,3
54,65,5
54,86,9
54,91,1
54,92,6
54,93,6
54,96,2
55,0,6
55,1,6
55,3,4
55,5,5
55,7,7
55,11,2
55,14,1
55,20,7
55,24,6
55,27,4
55,31,8
55,42,8
55,44,5
55,47,5
55,51,3
55,54,4
55,55,2
55,61,1
55,62,4
55,64,3
55,66,9
55,69,7
55,71,1
55,73,3
55,74,7
55,84,9
55,90,8
55,98,6
56,5,6
56,19,5
56,22,3
56,28,9
56,31,2
56,40,2
56,42,7
56,44,4
56,49,8
56,54,3
56,67,7
56,69,4
56,70,3
56,80,1
56,88,9
56,97,5
57,0,8
57,2,7
57,3,1
57,4,8
57,6,1
57,8,8
57,10,5
57,13,7
57,16,7
57,24,9
57,25,8
57,39,1
57,40,9
57,46,9
57,53,2
57,55,6
57,61,3
57,67,4
57,69,8
57,70,7
57,71,8
57,75,3
57,84,5
57,85,2
57,86,9
57,88,4
57,89,8
57,90,4
57,93,2
57,95,9
58,0,3
58,1,6
58,3,3
58,9,5
58,27,7
58,28,5
58,38,3
58,40,4
58,44,9
58,45,3
58,55,7
58,65,4
58,80,6
58,86,3
58,88,8
58,97,3
58,98,8
59,29,2
59,33,8
59,35,7
59,43,3
59,47,3
59,50,1
59,56,1
59,57,6
59,58,4
59,59,8
59,61,5
59,71,8
59,73,6
59,75,1
59,90,1
59,98,9
60,6,1
60,7,1
60,13,3
60,21,4
60,24,6
60,33,3
60,34,2
60,49,2
60,53,2
60,61,9
60,62,3
60,64,3
60,68,7
60,72,4
60,82,1
60,89,9
61,8,2
61,17,1
61,20,4
61,21,8
61,31,5
61,35,1
61,36,1
61,52,9
61,75,9
61,79,7
61,95,6
61,98,2
61,99,4
62,1,6
62,3,8
62,6,9
62,15,1
62,17,3
62,19,9
62,20,1
62,41,7
62,43,2
62,44,7
62,57,9
62,61,7
62,65,6
62,67,9
62,68,2
62,69,9
62,75,7
62,80,7
62,85,8
62,94,6
62,95,4
63,6,3
63,7,3
63,12,4
63,13,1
63,14,1
63,15,7
63,23,6
63,32,3
63,34,1
63,40,9
63,44,1
63,55,5
63,60,8
63,64,7
63,69,7
63,73,3
63,76,9
63,80,4
63,89,7
63,95,6
63,96,3
64,2,4
64,5,2
64,17,2
64,18,1
64,26,8
64,28,2
64,38,6
64,41,2
64,46,8
64,48,5
64,51,9
64,58,8
64,62,7
64,63,9
64,66,8
64,71,2
64,72,9
64,77,7
64,79,3
64,89,5
64,99,5
65,3,4
65,4,2
65,12,3
65,21,9
65,22,7
65,25,1
65,26,4
65,33,9
65,36,6
65,41,6
65,43,3
65,52,8
65,59,6
65,65,4
65,78,5
65,79,8
65,86,5
65,88,3
65,89,4
66,10,6
66,14,7
66,15,2
66,20,1
66,26,3
66,33,1
66,42,3
66,43,5
66,44,3
66,53,4
66,66,8
66,71,5
66,72,7
66,77,5
66,80,5
66,85,9
66,86,3
66,87,2
66,88,2
66,90,5
66,91,9
67,3,5
67,6,5
67,16,3
67,23,4
67,31,2
67,33,8
67,38,1
67,44,3
67,45,8
67,46,5
67,48,5
67,49,9
67,50,9
67,53,7
67,54,4
67,55,3
67,57,9
67,70,5
67,74,2
67,75,3
67,76,6
67,78,9
67,82,4
67,93,5
67,99,8
68,0,5
68,6,9
68,7,7
68,22,1
68,23,5
68,24,9
68,38,7
68,39,9
68,42,2
68,51,6
68,60,8
68,62,6
68,68,6
68,71,8
68,74,3
68,80,7
68,81,9
68,90,1
68,91,6
68,93,2
68,99,2
69,0,7
69,10,6
69,24,9
69,28,9
69,35,6
69,38,2
69,47,2
69,49,3
69,66,2
69,72,7
69,73,4
69,76,4
69,77,1
69,82,4
69,86,3
69,98,6
70,0,6
70,5,4
70,8,3
70,13,5
70,17,5
70,33,6
70,34,1
70,35,1
70,39,5
70,40,2
70,46,5
70,53,8
70,57,5
70,61,8
70,64,1
70,71,7
70,78,6
70,79,7
70,85,6
70,86,7
70,88,2
70,90,9
71,2,5
71,18,2
71,20,7
71,23,4
71,34,7
71,36,5
71,42,1
71,47,7
71,49,3
71,52,4
71,53,4
71,55,1
71,72,7
71,73,2
71,75,4
71,78,8
71,81,1
71,84,4
72,2,7
72,3,7
72,10,2
72,13,3
72,15,3
72,17,3
72,21,7
72,23,3
72,24,2
72,25,2
72,26,2
72,33,8
72,34,5
72,38,5
72,39,9
72,41,4
72,43,1
72,47,5
72,49,7
72,50,9
72,53,3
72,54,8
72,68,5
72,69,9
72,71,7
72,77,1
72,80,6
72,83,6
72,85,9
72,92,9
72,93,3
72,96,2
73,2,2
73,3,5
73,9,5
73,13,5
73,28,1
73,35,6
73,38,6
73,43,8
73,45,9
73,50,3
73,60,4
73,63,1
73,65,2
73,70,4
73,84,8
73,91,5
74,5,2
74,6,8
74,8,1
74,10,2
74,19,2
74,21,6
74,27,9
74,30,5
74,34,7
74,46,8
74,51,4
74,59,2
74,60,2
74,62,9
74,76,7
74,81,8
74,82,9
74,83,6
74,85,3
74,88,8
74,90,9
74,95,1
74,97,8
74,98,9
75,3,3
75,7,5
75,8,7
75,10,4
75,12,8
75,21,3
75,28,4
75,33,5
75,34,5
75,35,1
75,44,9
75,50,4
75,57,7
75,68,4
75,78,3
75,83,1
75,86,9
75,90,5
75,93,3
75,94,1
75,98,4
76,1,1
76,3,4
76,19,7
76,20,4
76,40,1
76,42,8
76,51,1
76,68,4
76,73,1
76,74,4
76,80,5
76,83,5
76,85,2
76,90,1
76,91,7
76,93,6
76,95,8
77,1,6
77,6,4
77,7,4
77,15,6
77,16,1
77,17,1
77,23,9
77,33,4
77,46,4
77,47,3
77,52,1
77,54,9
77,63,2
77,64,4
77,65,1
77,74,5
77,79,7
77,82,5
77,84,1
77,85,7
77,90,2
77,92,2
77,96,3
77,98,4
78,16,4
78,24,8
78,32,5
78,33,4
78,35,6
78,41,3
78,45,8
78,66,3
78,72,5
78,77,5
78,81,9
78,91,5
78,92,7
78,93,8
79,1,1
79,3,9
79,13,3
79,18,3
79,19,1
79,29,7
79,30,9
79,33,8
79,37,2
79,42,9
79,45,4
79,49,5
79,52,8
79,58,1
79,64,7
79,67,5
79,71,8
79,80,8
79,81,8
79,99,5
80,14,6
80,20,7
80,31,6
80,37,6
80,40,8
80,47,5
80,76,5
80,84,4
80,91,6
80,97,8
80,99,2
81,0,1
81,3,5
81,7,5
81,17,9
81,19,7
81,23,1
81,31,6
81,35,5
81,37,4
81,42,5
81,49,7
81,50,3
81,61,9
81,62,8
81,65,4
81,67,9
81,68,7
81,70,7
81,72,6
81,73,9
81,90,5
